osm_id,osm_type,name,lat,lon,city,state,postcode,website,opening_hours
275407797,way,Lakeside Market,31.4943671,-110.8550376,,AZ,,,
477788264,way,Arizona Market Place,32.6661923,-114.5618991,Yuma,AZ,85365,http://www.arizonamkt.com/,Th-Su 09:00-16:00; Mo-We closed
494477135,way,Big D's Market,33.0532845,-110.9161294,,AZ,,,
522299943,way,Bull Market,34.4358517,-109.6331833,,AZ,,,
721491784,way,Patagonia Market,31.5413779,-110.7531157,Patagonia,AZ,85624,,Mo-Su 04:00-20:00
1097148296,way,Freeman Farms,33.4326703,-111.8297755,,AZ,,,
756783603,way,Latino Market,35.2733875,-93.1331469,Russellville,AR,72801,,
18658764,relation,Judd Hill Farmers' Market,35.8422993,-90.6659813,,AR,,,
596905604,node,Kenwood Market,32.7458434,-116.9902178,Spring Valley,CA,91977,,
992089177,node,California Avenue Farmer's Market,37.425915,-122.145151,,CA,,https://uvfm.org/palo-alto-sundays,Su 09:00-13:00
1231853214,node,Irvine Farmers Market,33.6332796,-117.8312696,,CA,,https://www.ocfarmbureau.org/schedule-locations,Sa 08:00-12:00
1231853217,node,Irvine Farmers Market at Historic Park,33.730202,-117.7857169,,CA,,,Tu 09:00-13:00
1478520965,node,Fort Mason Farmer's Market,37.8061667,-122.4315658,,CA,,,
1583862294,node,Mountain View Farmer's Market,37.3933767,-122.0740609,,CA,,,Su 09:00-13:00
1598674116,node,Menlo Park Farmers Market,37.4508012,-122.184289,,CA,94025,https://www.localharvest.org/menlo-park-farmers-market-M3662,Su 09:00-13:00
2019847911,node,El Cerrito Plaza Farmers' Market,37.8982731,-122.3002116,,CA,,,Tu 09:00-13:00; Sa 09:00-13:00
2068028033,node,Blossom Hill Cerified Farmer's Market,37.2579732,-121.8604775,,CA,,,Su 9:00 - 13:00
2247860156,node,Hollywood Farmers Market,34.0997432,-118.328298,Hollywood,CA,90028,https://hfm.la/,Su 08:00-13:00
2292891529,node,Live Oak Farmer's Market,36.9637548,-121.9904011,,CA,,,
2342926896,node,Farmers Market,38.6082176,-121.3793004,Sacramento,CA,95825,,
2390947266,node,Farmers Market,38.5486929,-121.4697424,Sacramento,CA,95817,,
2390970857,node,Farmers Market,38.6016845,-121.392504,Sacramento,CA,95825,,Apr-Oct Fr 09:30-13:30
2390977916,node,Farmers Market,38.5965905,-121.4294016,Sacramento,CA,95815,,Apr-Oct Mo 09:30-13:30
2494421337,node,Boulder Creek Farmer's Market,37.1240356,-122.122504,,CA,,,Sa 12:00-16:00
2713449215,node,Associated Students Farmer's Market,37.7226102,-122.4805093,,CA,,,Th 10:00-15:00
2714942366,node,The Village Market,37.7233534,-122.4823518,,CA,,,
2744235303,node,Grand Lake – Oakland Farmers Market,37.8105631,-122.2476338,,CA,,https://www.agriculturalinstitute.org/grand-lake-oakland/,Sa 9:00 - 14:00
2993406188,node,City Heights Market,32.7478591,-117.1015151,,CA,,http://www.sdfarmbureau.org/BuyLocal/Farmers-Markets.php/wb/#cityhts,Sa 9:00-13:00
3129352932,node,San Marcos Market,33.1446204,-117.1698468,,CA,,,
3301478960,node,Curtis Park Market,38.5548944,-121.4830685,,CA,,,
3362770643,node,Cherry Market,33.785056,-118.1678896,,CA,,,
3622806326,node,Downtown San Jose Farmers’ Market,37.3356512,-121.8932308,,CA,,,Fr 10:00-14:00
3755316270,node,Marina del Rey Farmers Market,33.9793326,-118.4589084,,CA,,,Sa 09:00-14:00
3810633923,node,Jack London Square – Oakland Farmers Market,37.7940844,-122.274763,,CA,,https://www.pcfma.org/jacklondonsq,Su 10:00-15:00
3810636657,node,Temescal - Oakland Farmers Market,37.8399089,-122.2594145,oakland,CA,94618,https://uvfm.org/temescal-sunday,Su 09:00-13:00
3810637762,node,Fruitvale - Oakland Farmers Market,37.7756872,-122.2242054,,CA,,,Sa 14:00-19:00
3846089957,node,Kenwood Village Market,38.4190235,-122.5518182,Kenwood,CA,95452,,Mo-Sa 06:00-20:00; Su 06:00-21:00
4238538992,node,Old Town Market,32.7537993,-117.1958324,,CA,92110,,
4526793032,node,Palo Alto Farmer's Market,37.4453603,-122.1590277,,CA,,https://www.pafarmersmarket.org/,Sa 8:00-12:00
4569861297,node,Echo Park Farmers' Market,34.0769108,-118.2585944,,CA,,https://seela.org/markets-echo-park/,Fr 15:00-19:30
4580741352,node,Silverlake Farmers Market,34.0905618,-118.277379,,CA,90026,,"Mo,We-Fr,Su off; Tu 01:30-19:00; Sa 08:00-13:30"
4942533434,node,Mexican Farmers Market,37.3055976,-121.8530037,,CA,,,
5222351457,node,DE BU Fillipino Market,35.1449888,-120.6432965,,CA,,,Mo-Sa 10:00-18:00; Su 12:00-17:00
5272612559,node,Di Raimondos Italian Market,35.6276574,-120.6896104,,CA,,,
5446511508,node,Istanbul Market,37.5862743,-122.3643813,Burlingame,CA,94010,,Mo-Su 09:00-21:00
5469671513,node,Cerritos Certified Farmers Market,33.8677925,-118.0623149,,CA,,http://www.cerritos.us/RESIDENTS/recreation/events/farmers_market.php,Sa 8:00-12:00
5471193112,node,Southland Farmers' Market,34.1476179,-118.1495983,,CA,,,Su 09:00-14:00
5613333166,node,Fida Market,37.7660549,-122.4196272,,CA,,,
5696143243,node,Bay Area Night Market,37.524974,-121.9995697,,CA,,,
5831142586,node,Fish Market,32.7122312,-117.175625,San Diego,CA,92101,,
6215022320,node,Claro's Italian Market,34.0875424,-117.8886172,,CA,,,
6521383065,node,Taylor Street Night Market,37.3539309,-121.892725,,CA,,https://www.mvblfeast.com/taylorstreetmarket,May-Aug: Th 17:00-21:00
6521383066,node,Japantown Certified Farmer’s Market,37.3538371,-121.8929717,,CA,,https://www.japantownsanjose.org/sunday-farmers-market,May-Oct Su 08:00-12:00
6597620445,node,Farmers Market,39.1483853,-123.2082865,,CA,,,Sa 09:00-12:00
6923605960,node,The SF Market,37.7411787,-122.3949507,,CA,,https://www.thesfmarket.org/,"Mo-Fr 03:00-09:00 || ""some businesses open on Saturdays and longer hours"""
6959323280,node,Danville Farmers' Market,37.8204968,-122.00043,Danville,CA,94526,,Sa 09:00-13:00
6970032907,node,Liberty Public Market,32.7401964,-117.2112403,,CA,,https://bluebridgehospitality.com/libertypublicmarket/,Mo-Su 10:30-21:00; Dec 25 off; Dec 31 11:00-17:00; Jan 1 11:00-19:00; Nov Th[4] off; Jul 4 off
6993884746,node,Farmer's Market,32.7494379,-117.1493307,,CA,,,Su 09:00-14:00
7121798609,node,Paseo Market,37.3363187,-121.881477,,CA,,,Mo-Sa 08:00-18:00
7450878939,node,Quail Valley Market,33.7016434,-117.2410049,,CA,,,
7484930538,node,Joshua Tree Open Air Market,34.1398288,-116.3074886,,CA,,,
7529576208,node,Quail Valley Market,33.7015682,-117.2410068,,CA,,,
7698979069,node,Bill's Market,38.4693398,-122.7306959,,CA,,,
7972230359,node,San Miguel Market,36.6596017,-121.6573936,,CA,,,
8048823883,node,Alpine Market,33.8422426,-118.2877619,,CA,,,
8382278869,node,Motor Avenue Farmers Market,34.0289456,-118.4113021,,CA,,https://www.motoravenuemarket.com/,Su 09:00-14:00
8741196624,node,Soledad Farmers Market,36.4268232,-121.3279163,,CA,,,
8775177246,node,"Hispanic Market, Grocery Store",36.5066763,-121.4440284,,CA,,,
8775430959,node,Farmers Food Market,36.5062208,-121.4431896,,CA,,,
8870738756,node,Stonestown Farmers Market,37.7302007,-122.4790236,,CA,,,Su 09:00-13:00
9054926287,node,Saet Byul Asian Market,33.9201214,-117.4478911,,CA,,,
9130489297,node,Culver City Farmers' Market,34.0246277,-118.3943995,,CA,,https://www.culvercityfarmersmarket.org/,Tu 14:00-19:00
9328044909,node,Al's Market 7,33.8725389,-117.9263588,,CA,,,
9503737727,node,Marconi's River Park Market,38.5731657,-121.4329202,,CA,,,
9559516415,node,West LA Farmers Market,34.0455828,-118.4505626,,CA,,,Su 09:00-14:00
9736077947,node,Quality Market,33.8280054,-117.9116609,,CA,,,
9738075044,node,Economic Market,36.3209312,-121.2436816,,CA,,,
9791517979,node,Juquilita Market,36.6982816,-121.6504547,,CA,,,
9791518015,node,Steve's Filipino Asian Market,36.7007859,-121.6518764,,CA,,,
9892079806,node,Pars Kosher Market,37.2583521,-121.9475622,San Jose,CA,95124,,
9906973046,node,626 Night Market Mini,34.0180401,-118.4957024,,CA,,,"""it's seasonal and is only a bunch of stalls that are set up occasionally"""
10120011709,node,San Miguel Market,35.3140326,-120.8330788,,CA,,,
10124701049,node,Santa Monica Airport Antique Market,34.0177747,-118.4453134,,CA,,,
10181219315,node,Brentwood Farmers Market,34.0504995,-118.47503,,CA,,,Su 09:00-14:00
10205352044,node,Village Market,35.3073361,-120.659242,,CA,,,
10226810205,node,Super Seafood Market,33.9143905,-117.4844741,,CA,,,
10261525788,node,Stonestown Farmers Market,37.7301174,-122.4799993,,CA,,https://www.agriculturalinstitute.org/stonestown,Su 09:00-13:00
10292342264,node,Lao Market,40.5717601,-122.3887068,,CA,,,
10651024023,node,Ferry Plaza Farmers Market,37.7952753,-122.3923704,,CA,,https://foodwise.org/markets/ferry-plaza-farmers-market/,Tu 10:00-14:00; Th 10:00-14:00; Sa 08:00-14:00
10655776640,node,De Anza College Farmers' Market,37.3203594,-122.04251,Cupertino,CA,95014,https://www.wcfma.org/cupertino,Su 09:00-13:00
10655777211,node,Berryessa Farmers' Market,37.4026102,-121.8477815,San Jose,CA,95132,https://www.pcfma.org/berryessa,Apr 01-Nov 18 Sa 09:00-13:00
10894495098,node,Scotts Valley Farmers Market,37.0550209,-122.0110981,,CA,,https://santacruzfarmersmarket.org/markets/scotts-valley/,May Sa[1]-Nov Sa[3] Sa 09:00-13:00
10925657805,node,Westwood Village Farmers Market,34.061758,-118.4464374,,CA,,https://thewestwoodvillage.com/events/westwood-village-farmers-market/,Th 12:00-17:00
10942519298,node,Farmers Produce,37.7961757,-122.2740642,,CA,,,
11013168406,node,Lake Forest Farmer's Market,33.6632806,-117.6578992,,CA,,https://www.lakeforestca.gov/en/departments/community-services/lake-forest-certified-farmers-market,We 16:00-20:00; Th-Tu off
11020560267,node,Laguna Hills Farmer's Market,33.6123916,-117.7095099,,CA,,https://www.ocfarmbureau.org/shop-at-farmer-s-markets,"Fr 09:00-13:00 ""Rain or shine"""
11345417100,node,Mar Vista Farmers' Market,34.0045841,-118.4309913,,CA,,https://www.marvistafarmersmarket.org/,Su 09:00-14:00
11654865040,node,Winter Sister Farm,38.3884874,-122.8004477,,CA,,https://www.wintersisterfarm.com/,"tu 14:00-18:00, Sa 10:00-14:00"
11694828615,node,Uptown Market,37.8090511,-122.2686666,,CA,,https://www.blockcommunityhub.com/uptown-market,
11742191287,node,Micro-Market Spaces,37.8015951,-122.2734159,,CA,,https://www.sanctuaryfsa.org,
11757296435,node,Nairi Market,34.1019792,-118.3003442,,CA,90027,https://m.yelp.com/biz_redir?url=http%3A%2F%2Fnairimarket.mobile-webview1.com&cachebuster=1727990527&website_link_type=website&src_bizid=goLMgI32aesov_2OzaNERg&s=d661b2bf48c027f29952b8717c58c0de36068ecfe01e2cac5516c81e7675d34d,Mo 08:00-18:00; Tu-Sa 08:00-19:00; Su 08:00-17:00
11918627087,node,West Oakland Farmers' Market,37.8144378,-122.2919127,,CA,,https://www.westoaklandfarmersmarket.org/,Su 10:00-14:00
11971191448,node,Prescott Night Market,37.8144672,-122.2924621,,CA,,https://www.westoaklandfarmersmarket.org/nightmarket,Jun-Oct Th 16:00-20:00
12136434190,node,Ashby Flee Market,37.8537796,-122.2702236,,CA,,https://berkeleyfleamarket.com,"Sa, Su 09:00-00:00"
12147212608,node,Davis Farmer's Market,38.5447817,-121.7440979,,CA,,https://www.davisfarmersmarket.org/,Sa 08:00-13:00; We 15:00-18:00; May-Sep We 16:00-20:00
12405680772,node,Folsom Blvd Fle Market,38.5489515,-121.389765,,CA,95826,http://folsomflea.com/,Mo-Fr off; Sa-Su 07:00-16:00
12530023760,node,Mi Rancho Market,37.3244971,-121.8969738,San Jose,CA,95126,,
12832972904,node,Colorado River Market,34.8487445,-114.6191287,Needles,CA,92363,,
12976266032,node,Santa Rosa Community Farmers Market,38.4341134,-122.6893299,Santa Rosa,CA,95405,,
31808955,way,Farmers Outlet,32.7901491,-117.0993534,,CA,,,
34994967,way,Westside Farmer's Market,36.9601361,-122.0563552,,CA,,,Sa 09:00-13:00
39018501,way,San Pedro Square Market Hall,37.3363762,-121.894967,,CA,,,
43968258,way,Pico Farmer's Market,34.0209181,-118.4678354,,CA,,,Sa
44803360,way,Tana Ethio Market,37.2996939,-121.9495265,San Jose,CA,95128,,
99584438,way,Belmont Farmer's Market,37.5185111,-122.2732247,,CA,,,Su 09:00-13:00
106607203,way,UTC Farmers Market,32.8621125,-117.2239611,,CA,,,Th 15:00-19:00
114555289,way,Ecology Center Farmer's Market,37.8698389,-122.2717031,,CA,,https://www.ecologycenter.org/bfm/,Sa 10:00-15:00
123286911,way,Redlands Public Market,34.0583096,-117.1840226,Redlands,CA,92374,https://www.redlandspublicmarket.com/,Su-Th 08:00-22:00; Fr-Sa 08:00-02:00
132789281,way,Farmers Market,34.0720135,-118.3602298,Los Angeles,CA,90036,https://www.farmersmarketla.com/,Mo-Fr 09:00-21:00; Sa 09:00-20:00; Su 10:00-19:00
160146695,way,Westchester Farmers Market (Wednesdays),33.9574316,-118.4158172,,CA,,,
165361026,way,Saturday Farmers Market,34.2164464,-119.041365,,CA,,,
166620586,way,Santa Maria Certified Farmers' Market,34.9521541,-120.436306,,CA,,http://www.cafarmersmarkets.com/index.cfm?fuseaction=detail&id=2040,We 12:30-16:30
166620794,way,Orcutt Certified Farmers' Market,34.8659138,-120.4185504,,CA,,http://www.cafarmersmarkets.com/index.cfm?fuseaction=detail&id=1900,Tu 10:00-13:00
194336662,way,Santa Monica Farmers Market,34.0166333,-118.4982368,,CA,,,We Sa
197444905,way,Mesa View Market,35.0807236,-120.5871555,,CA,,,
239932194,way,Bear Cupboards Market,34.2401444,-116.9107487,,CA,,,
245562479,way,North Berkeley Farmer's Market,37.8809096,-122.2692054,,CA,,https://www.ecologycenter.org/bfm/,Th 15:00-19:00
249321589,way,Market Hall,37.8436343,-122.2522388,,CA,,https://rockridgemarkethall.com/,
257827433,way,Downtown Farmer's Market Wed PM,36.9720138,-122.0266328,,CA,,,We 13:30-18:30
259804434,way,Fruitvale Public Market,37.776304,-122.2240996,,CA,,,
265640062,way,Loyalton Farmer's Market (Summer Weekends),39.6756039,-120.241168,,CA,,,
332091165,way,Canyon Market,33.7473241,-117.6391323,Silverado,CA,92676,,
338746231,way,San Pedro Square Market,37.3364574,-121.8946432,,CA,,https://sanpedrosquaremarket.com/,
354759211,way,Diablo Valley Farmers' Market,37.9279728,-122.0282216,Walnut Creek,CA,94598,,Sa 9:00-13:00
362162006,way,Clement St. Farmers Market,37.7830983,-122.4612258,,CA,,,Su 09:00-14:00
367586034,way,Alemany Farmers Market,37.7359725,-122.4100436,,CA,,https://www.sf.gov/location--alemany-farmers-market,
368695781,way,Oxbow Public market,38.3017078,-122.2816892,Napa,CA,,https://oxbowpublicmarket.com/,
380023148,way,Calabasas Saturday Farmers Market,34.1571844,-118.6386442,,CA,,,Sa 09:00-13:00
380903024,way,Thursday Farmers Market,34.1803665,-118.8835722,,CA,,https://www.vccfm.org/thousand-oaks,Th 12:00-17:00
381643990,way,Warner Business Center Certified Wednesday Farmers Market,34.1741011,-118.5935852,,CA,,,We 10:00-14:00
385737288,way,Canoga Saturday Farmers Market,34.2022082,-118.6015906,,CA,,,Sa 09:00-13:00
385737310,way,Encino Sunday Farmers Market,34.1855876,-118.5126288,,CA,,,Su 08:00-13:00
387057317,way,Pirooz Market,37.5528696,-122.3152214,San Mateo,CA,94402,https://www.piroozmarket.com/,
403656578,way,Bombay Market,33.3526401,-115.7337214,Niland,CA,92257,,
403659459,way,Alamo Market,33.4032355,-116.0444518,Desert Shores,CA,,,
428152658,way,Southern California Flower Market,34.0412933,-118.2498993,Los Angeles,CA,90014,http://www.socalflowermarket.com/,
428152740,way,The Original Los Angeles Flower Market,34.0402884,-118.2495656,Los Angeles,CA,90014,https://www.originallaflowermarket.com/,
433027169,way,Oxbow Public Market,38.3016781,-122.2816586,,CA,,https://oxbowpublicmarket.com/,
439624433,way,Thursday Evening Market,34.697688,-118.1432853,,CA,,,Th 16:00-21:00
450413697,way,intra Market,33.9036584,-118.2149484,,CA,,,
465951860,way,Watsonville Farmer's Market Fri PM,36.9099286,-121.7554952,,CA,,,Fr 13:30-18:30
470594875,way,Frank's Market,34.1044266,-117.9603269,,CA,,,
471050374,way,Claro's Italian Market,34.0876526,-117.888616,Covina,CA,91723,,
472939218,way,Antelope Acres Market,34.7549821,-118.2906814,,CA,,https://www.facebook.com/AntelopeAcresMarket/,
477417074,way,Old Oakland Farmers' Market,37.8013697,-122.2745702,,CA,,https://uvfm.org/old-oakland-fridays,Fr 08:00-14:00
538091053,way,Poppi Seed Market,33.698727,-117.739304,Irvine,CA,92620,,Mo-Th 11:00-18:00; Fr-Sa 11:00-19:00; Su 11:00-17:00
651868840,way,Ecology Center Farmer's Market,37.8477253,-122.2720787,,CA,,https://www.ecologycenter.org/fm/,Tu 14:00-18:30
683470860,way,Sunday Market,34.1513606,-118.823861,,CA,,,Su 10:00-14:00
696538413,way,Otay Ranch Farmers Market,32.6236708,-116.9684012,,CA,,https://www.otayranchtowncenter.com/en/visit/otay-ranch-market.html,Tu 16:00-20:00
696614060,way,Montclair Village Farmers’ Market,37.8264836,-122.2100506,,CA,,http://www.urbanvillageonline.com/markets/montclair-village/,Su 9:00-13:00
707120559,way,Tuesday Market,34.2398399,-118.5278388,,CA,,,Tu 10:00-14:00
708312409,way,Modesto Certified Farmer's Market,37.6433411,-120.9928695,,CA,,https://modestocfm.com/,"Mar 14-Nov 21 Th 08:00-13:00; Mar 16-Dec 21 Sa 08:00-13:00; 2019 Nov 30 off ""for year 2019"""
781407428,way,Live Oak Farmer's Market Sun PM,36.9767237,-121.9849362,,CA,,,Su 11:00-16:30
796789614,way,Quail Valley Market,33.7015778,-117.2410514,,CA,,,
841068085,way,Bear Valley Springs Market,35.1690574,-118.6097246,,CA,,,
847582815,way,Hiouchi Hamlet Market Deli Liquor,41.7931877,-124.0711709,Hiouchi,CA,95531,,
850639459,way,Haven City Market,34.1001547,-117.5740491,,CA,,,
904226187,way,Grand Central Market,34.0508624,-118.2489965,Los Angeles,CA,90013,https://www.grandcentralmarket.com/,Mo-Su 08:00-21:00
943814794,way,NoHo Saturday AM Farmers Market,34.167491,-118.3774245,,CA,,,
1007527208,way,Poway Farmer's Market,32.969403,-117.0361535,,CA,,https://poway.org/456/Farmers-Market,Su-Fr off; Sa 08:00-13:00
1080170232,way,Bixby Park Local Harvest Farmers Market,33.7658286,-118.166943,Long Beach,CA,90802,,"Tu 15:00-19:00, Sa 10:00-15:00"
1085582957,way,Swan's Market,37.8019484,-122.2749517,Oakland,CA,,https://swansmarket.com/,
1086264805,way,Bodega Bay Farmer's Market,38.3410898,-123.050516,Bodega Bay,CA,94923,,Su 10:00-14:00
1097621739,way,Oakland Produce Market,37.79617,-122.274903,,CA,,,
1108103084,way,Kensington Farmer's Market,37.8994283,-122.2876282,,CA,,https://www.kensingtonfarmersmarket.org/,Su 09:00-14:00
1120003077,way,Golden Gate Produce Market,37.6442472,-122.4085297,South San Francisco,CA,94080,https://www.goldengateproducemarket.com/,Sa-Th 22:00-14:00
1133042427,way,Aliso Viejo Farmers' Market,33.5759175,-117.725611,,CA,,https://myoccfm.com/aliso-viejo,Sa 10:00-14:00
1152744866,way,Victoria Grove Produce Market,33.861938,-117.4492743,Riverside,CA,92503,,sunrise-sunset
1190108807,way,Lake Mathews Market,33.8348436,-117.3508416,Perris,CA,92570,,Mo-Sa 07:00-18:30
1190111244,way,74 Liquor & Market,33.724886,-117.2934532,Perris,CA,92570,,
1203378477,way,Sanel Valley Market,38.9750045,-123.1007994,Old Hopland,CA,95449,,
1208212561,way,San Fernando Outdoor Market,34.2828337,-118.4415561,San Fernando,CA,91340,https://www.myvalleypass.com/sf-outdoor-market,Sat[-1] 17:00-21:00; Feb-Mar off
1248980190,way,Woodland Hills Saturday 9-2 Farmers Market,34.1733282,-118.6141894,,CA,,,Sa 08:30-14:00
1259309224,way,Milpitas Farmer's Market,37.4122136,-121.8970091,,CA,,,Su 08:00-13:00
1265751950,way,Milkman Market,34.0764859,-118.296717,Wilshire Center,CA,90004,,
1385641955,way,Redlands Saturday AM Farmers Market,34.0570361,-117.1809284,,CA,,,Sa 09:00-13:00
1385645361,way,Grove School Farmers Market,34.0516783,-117.2149709,,CA,,,
1415929166,way,Burlingame Fresh Market,37.5778963,-122.3464137,,CA,,https://burlingamechamber.org/burlingame-events/burlingame-fresh-market/,Su 09:00-13:00
418831944,node,Thomas Open Space Organic Farm,39.9998614,-105.1096082,,CO,,,
3196452693,node,Boulder Farmers Market,40.0151491,-105.2776903,Boulder,CO,,https://bcfm.org/,Apr-Nov Sa 08:00-14:00; May-Sep We 15:30-19:30
3196452694,node,Longmont Farmers' Market,40.1579974,-105.1283863,Longmont,CO,80501,http://www.boulderfarmers.org/,Apr-Nov Sa 08:00-13:00
3196553147,node,Mondo Market,39.7687307,-104.9794918,Denver,CO,80216,,
4758511172,node,Greeley Farmer's Market,40.4231373,-104.6885404,,CO,,,
6838432005,node,Littleton Market,39.6126848,-105.019744,Littleton,CO,80120,,
7237275252,node,Larimer County Farmers Market,40.5859348,-105.0799906,Fort Collins,CO,,http://www.larimercountyfarmersmarket.org/,Jun-Oct: Sa 06:00-12:00
7277831871,node,Free Market,39.7526108,-104.9967648,Denver,CO,80202,,
9820931931,node,The Arts District Market,39.8632025,-104.6758411,,CO,,,
10140001208,node,Telluride Farmers' Market - Friday,37.9368347,-107.813132,Telluride,CO,81435,https://www.thetelluridefarmersmarket.com/,Fr 10:30-15:30
10977981262,node,African International Market,39.6543988,-104.7688396,,CO,,,
11176700487,node,Aspen Saturday Farmer's Market,39.1889016,-106.818647,,CO,,https://aspenchamber.org/plan-trip/trip-highlights/aspen-saturday-market,Sa 08:30-14:00
12599526973,node,Milberger Farms,38.2445564,-104.5192724,Pueblo,CO,81006,https://milbergerfarms.com/,Mo-Su 07:00-15:00
12604522282,node,Cole Market,38.9457504,-104.8023527,Colorado Springs,CO,80920,https://www.colemarket.com/,Tu-Sa 10:00-18:00
301177395,way,Edgewater Public Market Building 01,39.7491881,-105.0572647,Edgewater,CO,80214,https://edgewaterpublicmarket.com/,
313745222,way,Drake Road Farmers Market,40.5532225,-105.0910115,Fort Collins,CO,,http://www.drakeroadfarmersmarket.com/,Jun-Oct Sa 10:00-13:00
484702171,way,farmers market,38.4794085,-107.8742165,,CO,,,
