osm_id,osm_type,name,lat,lon,street,city,state,postcode,opening_hours,website,phone,facebook,wikidata,source
1707698375,node,,34.6336907,-92.5003195,,,AR,,,,,,,
6596528312,node,Junktion Flea Market,35.1073075,-92.4418993,,,AR,,,,,,,
8734255644,node,Central Avenue Marketplace,34.4544385,-93.0745296,Central Avenue,Hot Springs,AR,71913,,,+1-501-623-4484,,,
8734255645,node,Amazing Finds Bazaar,34.4540695,-93.0751459,Temperance Hill Road,Hot Springs,AR,71913,,,+1-501-545-6581,,,
9501316639,node,Junkin' Paradise,35.2514081,-93.0493054,West Ash Street,Pottsville,AR,72858,,,,,,esri/USA_NAD_Addresses
10036630047,node,Hippie Hollow Refill,36.1075528,-94.1490554,North College Avenue,Fayetteville,AR,72703,Tu-Sa 10:00-17:00; Su 12:00-17:00,,,,,
11352493980,node,Flea Market,34.3129177,-92.1367204,,,AR,,,,,,,
12580261649,node,W Main St Flea Market,34.8685654,-92.1178695,,,AR,,,,,,,
12580261650,node,Abby Road,34.8685566,-92.1174269,,,AR,,,,,,,
12580261652,node,T's Beauty Supply Inc,34.8684532,-92.1159839,,,AR,,,,,,,
263104354,way,Fred's,34.5467825,-90.6444404,,,AR,,,,,,,
301091160,way,Junk In A Trunk,36.1749535,-94.5499708,Highway 412 West,Siloam Springs,AR,72761,,,,,,
496976491,way,,34.7586457,-92.2672523,,,AR,,,,,,,
546710797,way,Wild West Emporium,35.9754465,-94.3165192,,,AR,,,,,,,
756783603,way,Latino Market,35.2733875,-93.1331469,South Arkansas Avenue,Russellville,AR,72801,,,,,,
1013616303,way,Howard's Flea Market,35.5918158,-92.4555999,Highway 65 South,Clinton,AR,72031,,,+1-501-757-1725,,,esri_USDOT_Arkansas;microsoft/BuildingFootprints
1244955618,way,Liquidation Station 2.0,35.242333,-92.9456226,West Main Street,Atkins,AR,72823,,,+1-479-641-1999,,,microsoft/BuildingFootprints;esri/USA_NAD_Addresses
1292443574,way,Tontitown Flea Market & Antique mall,36.1754345,-94.2210663,Industrial Circle West,Springdale,AR,72762,,,,,,microsoft/BuildingFootprints
1300651493,way,Benton County Sale Barn,36.1794235,-94.504345,,,AR,,,,,,,
1362073779,way,Grahuntley Flea Market & Pawn,34.8682187,-92.1329299,West Main Street,Jacksonville,AR,72076,,,,,,microsoft/BuildingFootprints;esri/USA_NAD_Addresses
1383522545,way,Seven Acre's Flea Market,36.0535811,-90.4454988,East Kings Highway,Paragould,Ar,,,,,,,
1383531131,way,Amazing Things Antique Mall and Flea Market,36.0529056,-90.4843084,,,AR,,,,,,,
1383531218,way,Rocking Rooster Flea Market,36.0518823,-90.4851116,South 2nd Avenue,Paragould,AR,,,,,,,
18658764,relation,Judd Hill Farmers' Market,35.8422993,-90.6659813,,,AR,,,,,,,
596905604,node,Kenwood Market,32.7458434,-116.9902178,Dale Avenue,Spring Valley,CA,91977,,,,,,SanGIS Addresses Public Domain (http://www.sangis.org/)
597068631,node,National City Swap Meet,32.6561717,-117.0943881,D Avenue,National City,CA,91950,"Sa,Su 07:00-15:00",http://www.nationalcityswapmeet.net,,,,SanGIS Addresses Public Domain (http://www.sangis.org/)
828425301,node,Berkeley Flea Market,37.8539318,-122.2704681,,,CA,,"Sa, Su 09:00-16:00",https://berkeleyfleamarket.com/,(510) 644-0744,https://m.facebook.com/TheBerkeleyFleaMarket/,,
992089177,node,California Avenue Farmer's Market,37.425915,-122.145151,California Ave,,CA,,Su 09:00-13:00,https://uvfm.org/palo-alto-sundays,,,,
1231853214,node,Irvine Farmers Market,33.6332796,-117.8312696,,,CA,,Sa 08:00-12:00,https://www.ocfarmbureau.org/schedule-locations,,,,
1231853217,node,Irvine Farmers Market at Historic Park,33.730202,-117.7857169,,,CA,,Tu 09:00-13:00,,,,,
1347161637,node,The Mall at Old City Hall,37.0071937,-121.5687089,,,CA,,,,,,,
1478520965,node,Fort Mason Farmer's Market,37.8061667,-122.4315658,,,CA,,,,,,,http://fortmason.org
1491645202,node,Luggage Center,37.8359194,-122.2946983,,,CA,,,,,,,
1583862294,node,Mountain View Farmer's Market,37.3933767,-122.0740609,,,CA,,Su 09:00-13:00,,,,,
1598674116,node,Menlo Park Farmers Market,37.4508012,-122.184289,,,CA,94025,Su 09:00-13:00,https://www.localharvest.org/menlo-park-farmers-market-M3662,+1 831-688-8316,https://www.facebook.com/MenloParkFarmersMarket/,,
1619663214,node,Coachella Indoor Swapmeet,33.687794,-116.1828782,,,CA,,,,,,,
1781278523,node,Broadway Discount Center,34.960796,-120.4345899,,,CA,,,,,,,
1804191438,node,AAFES,38.6665575,-121.3887461,,,CA,,,,,,,
1843383851,node,Laney College Flea Market,37.7940769,-122.2631891,,,CA,,Su 07:30-16:00,,,,,
1942065031,node,,34.4035274,-118.7972847,,,CA,,,,,,,
1942066656,node,,34.4006274,-118.8241237,,,CA,,,,,,,
2019847911,node,El Cerrito Plaza Farmers' Market,37.8982731,-122.3002116,,,CA,,Tu 09:00-13:00; Sa 09:00-13:00,,,,,
2068028033,node,Blossom Hill Cerified Farmer's Market,37.2579732,-121.8604775,,,CA,,Su 9:00 - 13:00,,,,,
2104662385,node,Hillcrest Plaza,39.1230588,-121.6238154,,,CA,,,,,,,
2247860156,node,Hollywood Farmers Market,34.0997432,-118.328298,Ivar Avenue,Hollywood,CA,90028,Su 08:00-13:00,https://hfm.la/,,,,
2292891529,node,Live Oak Farmer's Market,36.9637548,-121.9904011,,,CA,,,,,,,
2342926896,node,Farmers Market,38.6082176,-121.3793004,Butano Drive,Sacramento,CA,95825,,,,,,
2390947266,node,Farmers Market,38.5486929,-121.4697424,5th Avenue,Sacramento,CA,95817,,,,,,
2390970857,node,Farmers Market,38.6016845,-121.392504,Morse Avenue,Sacramento,CA,95825,Apr-Oct Fr 09:30-13:30,,,,,
2390977916,node,Farmers Market,38.5965905,-121.4294016,Response Road,Sacramento,CA,95815,Apr-Oct Mo 09:30-13:30,,,,,
2406529085,node,Los Angeles Mall,34.0542041,-118.2408525,North Main Street,Los Angeles,CA,,,,,,,
2494421337,node,Boulder Creek Farmer's Market,37.1240356,-122.122504,,,CA,,Sa 12:00-16:00,,,,,
2612606593,node,Northgate Cargo Control,38.6479051,-121.48114,North Market Boulevard,,CA,95834,,http://www.pacwesternsales.com/,,,,
2713449215,node,Associated Students Farmer's Market,37.7226102,-122.4805093,,,CA,,Th 10:00-15:00,,,,,
2714942366,node,The Village Market,37.7233534,-122.4823518,,,CA,,,,,,,
2744235303,node,Grand Lake – Oakland Farmers Market,37.8105631,-122.2476338,,,CA,,Sa 9:00 - 14:00,https://www.agriculturalinstitute.org/grand-lake-oakland/,,,,
2993406188,node,City Heights Market,32.7478591,-117.1015151,,,CA,,Sa 9:00-13:00,http://www.sdfarmbureau.org/BuyLocal/Farmers-Markets.php/wb/#cityhts,+1-760-580-0116,,,
3129352932,node,San Marcos Market,33.1446204,-117.1698468,,,CA,,,,,,,
3301478960,node,Curtis Park Market,38.5548944,-121.4830685,,,CA,,,,,,,
3316151466,node,Joshua Tree Fleamarket,34.1352738,-116.3171738,,,CA,,,,,,,
3362770643,node,Cherry Market,33.785056,-118.1678896,,,CA,,,,,,,
3622806326,node,Downtown San Jose Farmers’ Market,37.3356512,-121.8932308,,,CA,,Fr 10:00-14:00,,,,,
3634866139,node,Urban Kiosk,37.3392883,-121.88351,East Santa Clara Street,San Jose,CA,95112,,,,,,
3755316270,node,Marina del Rey Farmers Market,33.9793326,-118.4589084,,,CA,,Sa 09:00-14:00,,,,,
3810633923,node,Jack London Square – Oakland Farmers Market,37.7940844,-122.274763,,,CA,,Su 10:00-15:00,https://www.pcfma.org/jacklondonsq,,,,
3810636657,node,Temescal - Oakland Farmers Market,37.8399089,-122.2594145,Claremont Avenue,oakland,CA,94618,Su 09:00-13:00,https://uvfm.org/temescal-sunday,,,,
3810637762,node,Fruitvale - Oakland Farmers Market,37.7756872,-122.2242054,,,CA,,Sa 14:00-19:00,,,,,
3846089957,node,Kenwood Village Market,38.4190235,-122.5518182,Sonoma Highway,Kenwood,CA,95452,Mo-Sa 06:00-20:00; Su 06:00-21:00,,+1-707-833-5053,,,
3961399901,node,,34.2007394,-118.6089202,,,CA,,,,,,,
4238538992,node,Old Town Market,32.7537993,-117.1958324,Twiggs Street,,CA,92110,,,619-220-0692,,,
4385112352,node,Jean Machine,33.7719207,-118.1900798,,,CA,,,,,,,
4385112353,node,Clothing,33.7719229,-118.1896856,,,CA,,,,,,,
4526793032,node,Palo Alto Farmer's Market,37.4453603,-122.1590277,,,CA,,Sa 8:00-12:00,https://www.pafarmersmarket.org/,,,,
4564425341,node,Pupuseria Casa Del Alfarrero,38.0269876,-121.9335154,,,CA,,,,,,,
4569861297,node,Echo Park Farmers' Market,34.0769108,-118.2585944,Logan Street,,CA,,Fr 15:00-19:30,https://seela.org/markets-echo-park/,+13234633171,,,
4580741352,node,Silverlake Farmers Market,34.0905618,-118.277379,,,CA,90026,"Mo,We-Fr,Su off; Tu 01:30-19:00; Sa 08:00-13:30",,+1-213-484-4002,,,
4618046867,node,Amal's Deli,37.7702885,-122.4457035,Haight Street,,CA,,"Mo-Th 10:30-24:00, Fr,Sa 10:30-02:00, Su 10:30-24:00",,,,,
4628517640,node,Tuong Phong,37.7844939,-122.4166314,,,CA,,,,,,,
4631688566,node,Amigos,37.7847633,-122.4146073,Ellis Street,,CA,,,,,,,
4942533434,node,Mexican Farmers Market,37.3055976,-121.8530037,,,CA,,,,,,,
4972560087,node,Moraga Produce,37.8570456,-122.1260378,Center Street,Moraga,CA,94556,,,(925) 377-1000,,,
5060520491,node,Coronado Swap Meet,32.576618,-117.0875091,Coronado Avenue,San Diego,CA,92154,"We,Sa,Su 06:00-14:00",https://southbaydrivein.com/swapmeet/,,,,
5222351457,node,DE BU Fillipino Market,35.1449888,-120.6432965,Price Street,,CA,,Mo-Sa 10:00-18:00; Su 12:00-17:00,,+1-805-773-8653,,,
5272612559,node,Di Raimondos Italian Market,35.6276574,-120.6896104,13th Street,,CA,,,,+1-805-238-1268,,,
5446511508,node,Istanbul Market,37.5862743,-122.3643813,Broadway,Burlingame,CA,94010,Mo-Su 09:00-21:00,,,,,
5469666744,node,Atomic Eats,33.8572565,-118.0910634,South Street,,CA,,We 17:30-20:30,https://www.facebook.com/pages/Atomic-Eats/205755962814066,,,,
5469671513,node,Cerritos Certified Farmers Market,33.8677925,-118.0623149,,,CA,,Sa 8:00-12:00,http://www.cerritos.us/RESIDENTS/recreation/events/farmers_market.php,562-916-1254,,,
5471193112,node,Southland Farmers' Market,34.1476179,-118.1495983,,,CA,,Su 09:00-14:00,,310-455-0181,,,
5613333166,node,Fida Market,37.7660549,-122.4196272,,,CA,,,,,,,
5696143243,node,Bay Area Night Market,37.524974,-121.9995697,,,CA,,,,,,,
5797651172,node,La Joya,41.9332881,-124.1642922,,,CA,,,,,,,
5816784366,node,SPARC-it-Place!,37.8254904,-122.2784791,,,CA,,,https://www.sparcitplace.com/,,,,
5831142586,node,Fish Market,32.7122312,-117.175625,Tuna Wharf,San Diego,CA,92101,,,,,,
5847708580,node,Mountain Marketplace,40.7335903,-122.9410299,,,CA,,,,,,,
6056298711,node,The Well,38.6929,-121.5872971,,,CA,,,,,,,
6215022320,node,Claro's Italian Market,34.0875424,-117.8886172,,,CA,,,,,,,
6422834065,node,Bristol Warner Marketplace,33.7178859,-117.885975,,,CA,,,,,,,
6488926473,node,Smorgasburg,34.034717,-118.2418146,South Alameda Street,Los Angeles,CA,90021,Su 10:00-16:00,https://la.smorgasburg.com/,,,,
6521383065,node,Taylor Street Night Market,37.3539309,-121.892725,,,CA,,May-Aug: Th 17:00-21:00,https://www.mvblfeast.com/taylorstreetmarket,,,,
6521383066,node,Japantown Certified Farmer’s Market,37.3538371,-121.8929717,,,CA,,May-Oct Su 08:00-12:00,https://www.japantownsanjose.org/sunday-farmers-market,,,,
6597620445,node,Farmers Market,39.1483853,-123.2082865,,,CA,,Sa 09:00-12:00,,,,,
6761019986,node,California Market Center,34.0406186,-118.25544,,,CA,,,https://www.californiamarketcenter.com/,,,,
6894156804,node,Canyon Gourmet,34.089521,-118.6034542,South Topanga Canyon Boulevard,Topanga,CA,90290,Mo-Su 10:00-19:00,https://www.canyongourmet.com,,,,
